"","Year","Medal","Time","Record","Event","Name","Athlete.Country","Host.City","Host.Country"
"1406",1936,"Bronze",NA,NA,"10,000 metres","Volmari Iso-Hollo","Finland","Berlin","Germany"
"1407",1936,"Bronze",14.4,NA,"110 metres hurdles","Fritz Pollard","United States","Berlin","Germany"
"1408",1936,"Bronze",52.8,NA,"400 metres hurdles","Miguel White","Philippines","Berlin","Germany"
"1409",1936,"Bronze",NA,NA,"3000 metres steeplechase","Alfred Dompert","Germany","Berlin","Germany"
"1410",1936,"Bronze",41.2,NA,"4 × 100 meters relay","Germany (GER)Wilhelm","LeichumErich BorchmeyerErwin GillmeisterGerd Hornberger","Berlin","Germany"
"1411",1936,"Bronze",NA,NA,"4 × 400 meters relay","Germany (GER)Helmut","HamannFriedrich Von StülpnagelHarry VoigtRudolf Harbig","Berlin","Germany"
"1412",1936,"Bronze",NA,NA,"Marathon","Nan Shoryu","Japan[1]","Berlin","Germany"
"1413",1936,"Bronze",NA,NA,"50 kilometres walk","Adalberts Bubenko","Latvia","Berlin","Germany"
"1414",1936,"Bronze",2,NA,"High jump","Delos Thurber","United States","Berlin","Germany"
"1415",1936,"Bronze",4.25,NA,"Pole vault","Sueo Ōe","Japan","Berlin","Germany"
"1416",1936,"Bronze",7.74,NA,"Long jump","Naoto Tajima","Japan","Berlin","Germany"
"1417",1936,"Bronze",15.5,NA,"Triple jump","Jack Metcalfe","Australia","Berlin","Germany"
"1418",1936,"Bronze",15.66,NA,"Shot put","Gerhard Stöck","Germany","Berlin","Germany"
"1419",1936,"Bronze",49.23,NA,"Discus throw","Giorgio Oberweger","Italy","Berlin","Germany"
"1420",1936,"Bronze",54.83,NA,"Hammer throw","Fred Warngård","Sweden","Berlin","Germany"
"1421",1936,"Bronze",70.72,NA,"Javelin throw","Kalervo Toivonen","Finland","Berlin","Germany"
"1422",1936,"Bronze",7275,NA,"Decathlon","Jack Parker","United States","Berlin","Germany"
